,Unnamed: 0,index,brand,Model,Price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,OS,year_of_warranty,price (usd),price_range
473,473,485,asus,Asus Vivobook Pro 15 M6500QC-HN751WS Laptop (AMD Ryzen 7 5800HS/ 16 GB RAM/ 1 TB SSD/ Win 11/ 4 GB Graphics),73990,64,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,887.88,medium
474,474,486,asus,Asus Vivobook Pro 15 M6500QC-HN551WS Laptop (AMD Ryzen 5 5600HS/ 16 GB RAM/ 1 TB SSD/ Win 11/ 4 GB Graphics),69990,63,amd,ryzen 5,6,12,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,839.88,medium
475,475,487,lenovo,Lenovo Ideapad Slim 5 82XE004QIN Laptop (AMD Ryzen 5 7530U/ 16 GB RAM/ 512 GB SSD/ Win 11),66389,62,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1920,1200,windows,1,796.668,medium
476,476,488,hp,HP 250 G9 7N179PA Laptop (12th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11),60999,58,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1366,768,windows,1,731.988,medium
477,477,489,lenovo,Lenovo Ideapad Slim 5 82XF007CIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1 TB SSD/ Win 11),71990,58,intel,core i5,12,16,16,SSD,1024,No secondary storage,0,intel,integrated,False,16.0,1920,1200,windows,1,863.88,medium
478,478,490,lenovo,Lenovo IdeaPad Slim 5i 83BG000DIN Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11),61859,58,intel,core i5,8,12,16,SSD,512,No secondary storage,0,intel,integrated,False,16.0,1920,1200,windows,1,742.308,medium
479,479,491,asus,Asus Vivobook 16X 2023 K3605ZC-MBN752WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),98990,73,intel,core i7,10,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1,1187.88,high
480,480,492,lenovo,Lenovo IdeaPad Slim 3 82RK00VVIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),36990,53,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,443.88,low
481,481,493,dell,Dell Inspiron 3530 IN3530RW8JY001ORS1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11 Home),59990,53,intel,core i5,10,12,8,SSD,1024,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,719.88,medium
482,482,494,acer,Acer Aspire 7 A715-76G UN.QMYSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),56990,72,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,683.88,low
483,483,495,acer,Acer Aspire 7 A715-76G NH.QMYSI.001 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),52990,70,intel,core i5,8,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,635.88,low
484,484,496,asus,Asus TUF Gaming F15 90NR0GW1-M00F00 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),90990,64,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,1091.88,high
485,485,497,asus,Asus Vivobook 16X 2023 K3605ZV-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),114990,72,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1,1379.88,high
486,486,498,asus,Asus Chromebook CX1400CKA-EK0257 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),16990,37,intel,celeron,2,2,4,SSD,64,No secondary storage,0,intel,integrated,False,14.0,1920,1080,chrome,1,203.88,low
487,487,499,asus,Asus Chromebook CX1400FKA-EC0158 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),25751,41,intel,celeron,2,2,4,SSD,64,No secondary storage,0,intel,integrated,True,14.0,1920,1080,chrome,1,309.012,low
488,488,500,asus,Asus Chromebook CX1400CKA-EK0335 Laptop (Celeron N4500/ 4GB/ 128GB eMMC/ Chrome OS),18990,37,intel,celeron,2,2,4,SSD,128,No secondary storage,0,intel,integrated,False,14.0,1920,1080,chrome,1,227.88,low
489,489,501,asus,Asus Vivobook 16 2023 X1605ZAB-MB322WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),44639,57,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,16.0,1920,1200,windows,1,535.668,low
490,490,502,hp,HP 250 G9 7M659PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),44490,62,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1366,768,windows,1,533.88,low
491,491,503,asus,Asus Chromebook CX1500CKA-EJ0275 Laptop (Celeron N4500/ 8GB/ 64GB eMMC/ Chrome OS),22991,37,intel,celeron,2,2,8,SSD,64,No secondary storage,0,intel,integrated,False,15.6,1920,1080,chrome,1,275.892,low
492,492,504,gigabyte,Gigabyte G5 KF-E3IN313SH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 8GB Graph),89990,73,intel,core i5,12,16,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2,1079.88,high
493,493,505,lenovo,Lenovo IdeaPad Slim 5 16IAH8 83BG000PIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),62190,63,intel,core i5,8,12,16,SSD,512,No secondary storage,0,intel,integrated,False,16.0,1920,1200,windows,1,746.28,medium
494,494,506,asus,Asus Vivobook 16X K3605ZU-MBN742WS Laptop (12th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6GB Graphics),98468,72,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1,1181.616,high
495,495,507,lenovo,Lenovo IdeaPad Flex 5 82Y0004YIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),58990,58,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,1,707.88,medium
496,496,508,lenovo,Lenovo IdeaPad Slim 5 14IAH8 83BF000UIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),60190,59,intel,core i5,8,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,722.28,medium
497,497,509,fujitsu,Fujitsu UH-X 4ZR1M37246 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),73990,65,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,2,887.88,medium
498,498,510,lenovo,Lenovo IdeaPad Slim 5 82XE0072IN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),64190,69,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1920,1200,windows,1,770.28,medium
499,499,511,lenovo,Lenovo IdeaPad Slim 3 82XQ008UIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),41990,58,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,503.88,low
500,500,512,lenovo,Lenovo IdeaPad Slim 3 82XQ0096IN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),44990,60,amd,ryzen 5,4,8,16,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,539.88,low
501,501,513,lenovo,Lenovo V15 G3 IAP 82TT004VIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),45490,56,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,dos,1,545.88,low
502,502,514,asus,Asus Vivobook 16X K3605ZC-MBN542WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),75990,65,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1,911.88,medium
503,503,515,asus,Asus Vivobook 16X K3605ZC-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),75990,66,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1,911.88,medium
504,504,516,asus,Asus Vivobook 16X K3605ZU-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6GB Graphics),94369,70,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1,1132.428,high
505,505,517,msi,MSI Thin GF63 11UC-1291IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),62990,71,intel,core i5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2,755.88,medium
506,506,518,lenovo,Lenovo Thinkpad E15 21E6S0W700 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),47490,65,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,569.88,low
507,507,519,msi,MSI Katana 15 B12UDXK-1004IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),94990,76,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2,1139.88,high
508,508,520,acer,Acer TMP214-41-G3 UN.VSQSI.007 Notebook (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),36990,63,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1366,768,windows,1,443.88,low
509,509,521,acer,Acer TMP214-41-G3 UN.VSQSI.006 Notebook (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),41990,60,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1366,768,windows,1,503.88,low
510,510,522,asus,Asus VivoBook 15 X1504ZA-NJ326WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),40926,57,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,491.112,low
511,511,523,asus,Asus Vivobook Pro 15 OLED M6500QC-LK541WS Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),71600,62,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,859.2,medium
512,512,524,asus,Asus Vivobook Go 14 2023 E1404FA-NK327WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),33990,56,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1920,1080,windows,1,407.88,low
513,513,525,hp,HP Omen 16-xf0043AX Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),182990,78,amd,ryzen 9,8,16,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.1,2560,1440,windows,1,2195.88,high
514,514,526,dell,Dell Vostro 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),37490,58,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,449.88,low
515,515,527,dell,Dell Inspiron 5430 IN54308DXWP001ORS1 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),85990,57,intel,core i7,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,1031.88,high
516,516,528,asus,Asus TUF Gaming F15 FX506HF-HN076W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),57990,69,intel,core i5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,695.88,low
517,517,529,hp,HP Victus 15-fb1018AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),58070,63,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,696.84,low
518,518,530,fujitsu,Fujitsu UH-X 4ZR1L73352 2-in-1 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),109990,76,intel,core i7,12,16,16,SSD,1024,No secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,2,1319.88,high
519,519,531,hp,HP 15S-EQ1550AU Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ Win 11),31990,51,amd,ryzen 3,2,4,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,383.88,low
520,520,532,hp,HP Omen 16-wf0056TX 834U0PA Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),152990,70,intel,core i7,16,24,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.1,1920,1080,windows,1,1835.88,high
521,521,533,lenovo,Lenovo IdeaPad Gaming 3i 82K101GTIN Laptop (11th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),58850,64,intel,core i5,4,8,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,706.2,medium
522,522,534,dell,Dell Alienware x15 R2 D569947WIN9 Gaming Laptop (12th Gen Core i9/ 32 GB RAM/ 1 TB SSD/ Win 11/ 8 GB Graphics),223275,78,intel,core i9,14,20,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,2679.3,high
523,523,535,asus,Asus Vivobook Pro 15 M6500QF-HN541WS Creator Laptop (AMD Ryzen 5 5600H/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),59990,63,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,719.88,medium
524,524,536,lenovo,Lenovo IdeaPad Slim 5 14IAH8 83BF0045IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),63990,60,intel,core i5,8,12,16,SSD,1024,No secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,1,767.88,medium
525,525,537,wings,Wings Nuvobook S2 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),26990,51,intel,core i3,4,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1080,1920,windows,1,323.88,low
526,526,538,acer,Acer Aspire 3 Spin 14 NX.KENSI.002 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),41490,45,intel,core i3,8,8,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,1,497.88,low
527,527,539,lenovo,Lenovo IdeaPad Slim 5 16IRL8 82XF003GIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),70190,60,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,16.0,1920,1200,windows,1,842.28,medium
528,528,540,lenovo,Lenovo IdeaPad 3 15ITL6 82H803GSIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),36690,60,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,440.28,low
529,529,541,lenovo,Lenovo IdeaPad Slim 5 82XD003NIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),67190,62,intel,core i5,8,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,2,806.28,medium
530,530,542,infinix,Infinix INBook X3 Slim Series XL422 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),44990,57,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,539.88,low
531,531,543,lenovo,Lenovo V15 82KB00RJIH Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),46990,65,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,563.88,low
532,532,544,dell,Dell Inspiron 3530 2023 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home),45870,56,intel,core i3,5,6,8,SSD,1024,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,550.44,low
533,533,545,dell,Dell Inspiron 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),38349,58,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,460.188,low
534,534,546,lenovo,Lenovo IdeaPad Slim 5 16IRL8 82XF003JIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),84190,64,intel,core i7,14,20,16,SSD,512,No secondary storage,0,intel,integrated,False,16.0,1920,1080,windows,1,1010.28,high
535,535,547,lenovo,Lenovo IdeaPad Slim 5i 82XD0040IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),86990,62,intel,core i7,10,16,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,1,1043.88,high
536,536,548,dell,Dell Inspiron 13 5330 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),98990,63,intel,core i7,12,16,16,SSD,1024,No secondary storage,0,intel,integrated,False,13.3,2560,1600,windows,1,1187.88,high
537,537,549,dell,Dell Inspiron 3525 Laptop (AMD Ryzen R3 5300U/ 8GB/ 512GB SSD/ Win11),32990,58,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,395.88,low
538,538,550,dell,Dell Inspiron 5330 2023 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),87490,62,intel,core i5,12,16,16,SSD,1024,No secondary storage,0,intel,integrated,False,13.3,2560,1600,windows,1,1049.88,high
539,539,551,dell,Dell Inspiron 3535 2023 Laptop (AMD Ryzen R5-7520U/ 8GB/ 1TB SSD/ Win11),47990,54,amd,ryzen 5,4,8,8,SSD,1024,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,575.88,low
540,540,552,dell,Dell Inspiron 7430 2023 2 in 1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),77490,59,intel,core i5,10,12,8,SSD,1024,No secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,1,929.88,medium
541,541,553,dell,Dell Vostro 3430 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),41433,57,intel,core i3,5,6,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,497.196,low
542,542,554,hp,HP Victus 15-FB0142AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),74950,71,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,899.4,medium
543,543,555,dell,Dell Inspiron 7430 2 in 1 Touch Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),87290,60,intel,core i5,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,1,1047.48,high
544,544,556,dell,Dell Vostro 3430 VN3430RHXFG001ORB1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),60490,63,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,725.88,medium
545,545,557,lenovo,Lenovo Yoga 6 82WV0058IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),77990,60,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,1,935.88,medium
546,546,558,asus,Asus TUF Gaming F15 FX577ZC-HN192W Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 / 4GB Graph),89990,76,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,1079.88,high
547,547,559,msi,MSI Thin GF63 12VE-664IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),96990,76,intel,core i7,10,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,1163.88,high
548,548,560,msi,MSI Thin GF63 12VF-663IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),104990,77,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2,1259.88,high
549,549,561,msi,MSI Katana 17 B12VGK-672IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),149990,79,intel,core i7,10,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,17.3,1920,1080,windows,2,1799.88,high
550,550,562,msi,MSI Pulse 17 B13VGK-666IN Gaming Laptop (13th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),149990,76,intel,core i7,14,20,8,SSD,1024,No secondary storage,0,nvidia,dedicated,False,17.3,2560,1440,windows,2,1799.88,high
551,551,563,msi,MSI Katana 17 B12VFK-668IN Gaming Laptop (12th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),114990,77,intel,core i7,10,16,8,SSD,1024,No secondary storage,0,nvidia,dedicated,False,17.3,1920,1080,windows,2,1379.88,high
552,552,564,msi,MSI Thin GF63 11UCX-1497IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),55990,69,intel,core i5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2,671.88,low
553,553,565,msi,MSI Thin GF63 11UCX-1496IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),58990,71,intel,core i5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2,707.88,medium
554,554,566,msi,MSI Thin GF63 11SC-1493IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),55990,70,intel,core i5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2,671.88,low
555,555,567,msi,MSI Pulse 17 B13VGK-652IN Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),199990,83,intel,core i9,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,17.3,1920,1080,windows,2,2399.88,high
556,556,568,hp,HP Victus 15-fa1064TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),119400,72,intel,core i7,14,20,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,1432.8,high
557,557,569,hp,HP Victus  15-fa1060TX  Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),99999,71,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,1199.988,high
558,558,570,lenovo,Lenovo Ideapad Slim 3 15ITL05 81X800N1IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),37500,59,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,450.0,low
559,559,571,hp,HP Omen 16-u0023TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),239299,86,intel,core i9,24,32,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.1,2560,1600,windows,1,2871.588,high
560,560,572,hp,HP Omen 16-wf0052TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),132599,75,intel,core i5,14,20,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.1,1920,1080,windows,1,1591.188,high
561,561,573,hp,HP Victus 15-fb0153AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),50999,67,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,dedicated,False,15.6,1920,1080,windows,1,611.988,low
562,562,574,asus,Asus VivoBook 14 2023 X1404ZA-NK321WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),37588,59,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,451.056,low
563,563,575,asus,Asus Vivobook 15 X1504ZA-NJ325WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),36990,57,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,443.88,low
564,564,576,lenovo,Lenovo IdeaPad Slim 5 82XE004RIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),58990,64,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1920,1200,windows,1,707.88,medium
565,565,577,hp,HP Envy x360 13-bf0141tu Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),105036,67,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,True,13.3,2880,1800,windows,1,1260.432,high
566,566,578,lenovo,Lenovo IdeaPad Slim 3 82XQ008VIN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),43990,58,amd,ryzen 5,4,8,16,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,527.88,low
567,567,579,hp,HP Omen 16-wd0770TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),101800,72,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.1,1920,1080,windows,1,1221.6,high
568,568,580,asus,Asus Vivobook 16X 2023 K3605ZC-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),94990,72,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1,1139.88,high
569,569,581,asus,Asus Vivobook Pro 15 M6500QFB-LK541WS Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),69990,66,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,839.88,medium
570,570,582,acer,Acer Predator 16 NH.QLUSI.005 Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),159990,79,intel,core i9,24,32,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1,1919.88,high
